#lineID, stationID, statusN, statusS, timestamp
0, 0, L, L, 11:37
0, 1, L, L, 11:37
0, 2, M, M, 11:37
0, 3, L, L, 11:37
0, 4, L, M, 11:37
0, 5, L, L, 11:37
0, 6, L, L, 11:37
0, 7, L, L, 11:37
0, 8, L, L, 11:37
0, 9, L, L, 11:37
0, 10, L, L, 11:37
0, 11, M, L, 11:37
0, 12, L, M, 11:37
0, 13, L, L, 11:37
0, 14, L, L, 11:37
0, 15, L, L, 11:37
0, 16, L, L, 11:37
0, 17, L, L, 11:37
0, 18, L, L, 11:37
0, 19, L, L, 11:37
0, 20, L, L, 11:37
0, 21, L, L, 11:37
0, 22, L, L, 11:37
0, 23, L, L, 11:37
0, 24, L, L, 11:37
0, 25, L, L, 11:37
0, 26, L, L, 11:37
0, 27, L, L, 11:37
0, 28, L, L, 11:37
0, 29, L, L, 11:37
0, 30, L, L, 11:37
0, 31, L, L, 11:37
0, 32, L, L, 11:37
0, 33, L, L, 11:37
0, 34, L, L, 11:37
0, 35, L, L, 11:37
0, 36, L, L, 11:37
1, 0, L, L, 11:37
1, 1, L, L, 11:37
1, 2, L, L, 11:37
1, 3, L, L, 11:37
1, 4, L, L, 11:37
1, 5, L, L, 11:37
1, 6, L, L, 11:37
1, 7, L, L, 11:37
1, 8, L, L, 11:37
1, 9, L, L, 11:37
1, 10, L, L, 11:37
1, 11, L, L, 11:37
2, 0, L, L, 11:37
2, 1, L, L, 11:37
2, 2, L, L, 11:37
2, 3, L, L, 11:37
2, 4, L, L, 11:37
2, 5, L, L, 11:37
2, 6, L, L, 11:37
2, 7, L, L, 11:37
2, 8, L, L, 11:37
2, 9, L, L, 11:37
2, 10, L, L, 11:37
2, 11, L, L, 11:37
2, 12, L, L, 11:37
2, 13, L, L, 11:37
2, 14, L, L, 11:37
2, 15, M, M, 11:37
2, 16, L, L, 11:37
2, 17, L, L, 11:37
2, 18, L, L, 11:37
2, 19, L, L, 11:37
2, 20, L, L, 11:37
2, 21, L, L, 11:37
2, 22, L, L, 11:37
2, 23, L, L, 11:37
2, 24, L, M, 11:37
3, 0, L, L, 11:37
3, 1, L, M, 11:37
3, 2, L, L, 11:37
3, 3, L, L, 11:37
3, 4, M, L, 11:37
3, 5, M, M, 11:37
3, 6, L, L, 11:37
3, 7, L, M, 11:37
4, 0, L, L, 11:37
4, 1, L, L, 11:37
4, 2, L, L, 11:37
4, 3, L, L, 11:37
4, 4, L, L, 11:37
4, 5, L, L, 11:37
4, 6, L, L, 11:37
4, 7, L, L, 11:37
4, 8, M, L, 11:37
4, 9, L, L, 11:37
4, 10, M, M, 11:37
4, 11, L, L, 11:37
4, 12, L, L, 11:37
4, 13, L, L, 11:37
4, 14, L, L, 11:37
4, 15, L, L, 11:37
4, 16, M, M, 11:37
4, 17, L, L, 11:37
4, 18, L, L, 11:37
5, 0, L, L, 11:37
5, 1, L, L, 11:37
5, 2, L, L, 11:37
5, 3, L, L, 11:37
5, 4, L, L, 11:37
5, 5, L, L, 11:37
5, 6, L, L, 11:37
5, 7, L, L, 11:37
5, 8, L, L, 11:37
5, 9, L, L, 11:37
5, 10, L, L, 11:37
5, 11, L, L, 11:37
5, 12, L, L, 11:37
5, 13, L, L, 11:37
5, 14, L, L, 11:37
6, 0, L, L, 11:37
6, 1, L, L, 11:37
6, 2, L, L, 11:37
6, 3, L, L, 11:37
6, 4, L, L, 11:37
6, 5, L, L, 11:37
6, 6, L, L, 11:37
7, 0, M, M, 11:37
7, 1, L, L, 11:37
7, 2, L, L, 11:37
7, 3, L, L, 11:37
7, 4, L, L, 11:37
7, 5, M, M, 11:37
7, 6, L, L, 11:37
7, 7, L, L, 11:37
7, 8, L, L, 11:37
7, 9, M, M, 11:37
7, 10, M, L, 11:37
7, 11, L, L, 11:37
8, 0, L, L, 11:37
8, 1, L, L, 11:37
8, 2, L, L, 11:37
8, 3, L, L, 11:37
8, 4, L, L, 11:37
8, 5, L, L, 11:37
8, 6, L, L, 11:37
