#lineID, stationID, statusN, statusS, timestamp
0, 0, L, L, 6:32
0, 1, L, L, 6:32
0, 2, M, M, 6:32
0, 3, L, L, 6:32
0, 4, M, M, 6:32
0, 5, M, M, 6:32
0, 6, L, L, 6:32
0, 7, L, L, 6:32
0, 8, L, L, 6:32
0, 9, M, L, 6:32
0, 10, H, H, 6:32
0, 11, H, H, 6:32
0, 12, H, H, 6:32
0, 13, H, H, 6:32
0, 14, H, H, 6:32
0, 15, H, H, 6:32
0, 16, H, H, 6:32
0, 17, H, H, 6:32
0, 18, H, H, 6:32
0, 19, H, H, 6:32
0, 20, H, H, 6:32
0, 21, H, H, 6:32
0, 22, H, H, 6:32
0, 23, H, H, 6:32
0, 24, H, H, 6:32
0, 25, H, H, 6:32
0, 26, H, H, 6:32
0, 27, L, H, 6:32
0, 28, L, H, 6:32
0, 29, L, H, 6:32
0, 30, M, L, 6:32
0, 31, M, L, 6:32
0, 32, L, H, 6:32
0, 33, L, H, 6:32
0, 34, L, L, 6:32
0, 35, L, L, 6:32
0, 36, L, L, 6:32
1, 0, L, L, 6:32
1, 1, L, L, 6:32
1, 2, L, M, 6:32
1, 3, L, L, 6:32
1, 4, L, L, 6:32
1, 5, L, L, 6:32
1, 6, M, M, 6:32
1, 7, M, M, 6:32
1, 8, L, L, 6:32
1, 9, L, L, 6:32
1, 10, L, L, 6:32
1, 11, M, M, 6:32
2, 0, M, M, 6:32
2, 1, M, M, 6:32
2, 2, L, L, 6:32
2, 3, L, L, 6:32
2, 4, M, M, 6:32
2, 5, M, M, 6:32
2, 6, M, M, 6:32
2, 7, L, M, 6:32
2, 8, L, M, 6:32
2, 9, L, L, 6:32
2, 10, L, L, 6:32
2, 11, M, M, 6:32
2, 12, M, M, 6:32
2, 13, L, L, 6:32
2, 14, M, L, 6:32
2, 15, M, M, 6:32
2, 16, L, M, 6:32
2, 17, M, L, 6:32
2, 18, M, M, 6:32
2, 19, L, L, 6:32
2, 20, M, M, 6:32
2, 21, L, L, 6:32
2, 22, L, M, 6:32
2, 23, M, L, 6:32
2, 24, M, M, 6:32
3, 0, M, M, 6:32
3, 1, M, M, 6:32
3, 2, M, M, 6:32
3, 3, M, L, 6:32
3, 4, M, L, 6:32
3, 5, M, M, 6:32
3, 6, L, M, 6:32
3, 7, L, M, 6:32
4, 0, M, L, 6:32
4, 1, L, L, 6:32
4, 2, M, M, 6:32
4, 3, M, M, 6:32
4, 4, M, M, 6:32
4, 5, M, M, 6:32
4, 6, M, M, 6:32
4, 7, L, M, 6:32
4, 8, L, L, 6:32
4, 9, L, L, 6:32
4, 10, M, M, 6:32
4, 11, M, H, 6:32
4, 12, M, H, 6:32
4, 13, L, L, 6:32
4, 14, H, L, 6:32
4, 15, H, M, 6:32
4, 16, H, H, 6:32
4, 17, L, H, 6:32
4, 18, M, H, 6:32
5, 0, H, H, 6:32
5, 1, H, H, 6:32
5, 2, L, M, 6:32
5, 3, L, L, 6:32
5, 4, L, L, 6:32
5, 5, L, L, 6:32
5, 6, L, L, 6:32
5, 7, M, L, 6:32
5, 8, H, M, 6:32
5, 9, H, M, 6:32
5, 10, H, M, 6:32
5, 11, L, L, 6:32
5, 12, L, L, 6:32
5, 13, L, L, 6:32
5, 14, M, M, 6:32
6, 0, H, L, 6:32
6, 1, H, M, 6:32
6, 2, M, L, 6:32
6, 3, L, L, 6:32
6, 4, L, L, 6:32
6, 5, M, M, 6:32
6, 6, M, M, 6:32
7, 0, L, M, 6:32
7, 1, M, M, 6:32
7, 2, L, L, 6:32
7, 3, L, L, 6:32
7, 4, L, L, 6:32
7, 5, M, L, 6:32
7, 6, M, M, 6:32
7, 7, L, L, 6:32
7, 8, L, L, 6:32
7, 9, H, M, 6:32
7, 10, H, M, 6:32
7, 11, M, M, 6:32
8, 0, H, H, 6:30
8, 1, L, H, 6:30
8, 2, H, L, 6:30
8, 3, H, L, 6:30
8, 4, H, L, 6:30
8, 5, L, L, 6:30
8, 6, L, L, 6:30
