#lineID, stationID, statusN, statusS, timestamp
0, 0, H, L, 7:57
0, 1, H, L, 7:57
0, 2, H, M, 7:57
0, 3, H, H, 7:57
0, 4, H, H, 7:57
0, 5, H, H, 7:57
0, 6, H, L, 7:57
0, 7, H, L, 7:57
0, 8, H, L, 7:57
0, 9, H, L, 7:57
0, 10, H, L, 7:57
0, 11, H, L, 7:57
0, 12, H, L, 7:57
0, 13, H, L, 7:57
0, 14, H, L, 7:57
0, 15, H, M, 7:57
0, 16, H, M, 7:57
0, 17, H, H, 7:57
0, 18, H, H, 7:57
0, 19, H, H, 7:57
0, 20, H, H, 7:57
0, 21, H, H, 7:57
0, 22, H, L, 7:57
0, 23, H, H, 7:57
0, 24, H, H, 7:57
0, 25, H, L, 7:57
0, 26, H, H, 7:57
0, 27, L, H, 7:57
0, 28, L, H, 7:57
0, 29, L, H, 7:57
0, 30, M, L, 7:57
0, 31, M, H, 7:57
0, 32, L, H, 7:57
0, 33, L, H, 7:57
0, 34, L, L, 7:57
0, 35, L, L, 7:57
0, 36, L, L, 7:57
1, 0, M, M, 7:57
1, 1, L, L, 7:57
1, 2, L, M, 7:57
1, 3, L, L, 7:57
1, 4, H, L, 7:57
1, 5, H, L, 7:57
1, 6, H, H, 7:57
1, 7, H, H, 7:57
1, 8, L, L, 7:57
1, 9, L, L, 7:57
1, 10, L, L, 7:57
1, 11, H, M, 7:57
2, 0, H, H, 7:57
2, 1, L, L, 7:57
2, 2, M, L, 7:57
2, 3, M, L, 7:57
2, 4, M, M, 7:57
2, 5, M, M, 7:57
2, 6, M, M, 7:57
2, 7, M, L, 7:57
2, 8, M, M, 7:57
2, 9, L, L, 7:57
2, 10, L, L, 7:57
2, 11, L, L, 7:57
2, 12, L, L, 7:57
2, 13, L, L, 7:57
2, 14, M, L, 7:57
2, 15, M, M, 7:57
2, 16, L, M, 7:57
2, 17, L, L, 7:57
2, 18, L, L, 7:57
2, 19, L, L, 7:57
2, 20, L, L, 7:57
2, 21, L, L, 7:57
2, 22, L, L, 7:57
2, 23, M, M, 7:57
2, 24, M, M, 7:57
3, 0, H, M, 7:57
3, 1, H, M, 7:57
3, 2, H, M, 7:57
3, 3, H, L, 7:57
3, 4, H, M, 7:57
3, 5, H, L, 7:57
3, 6, L, L, 7:57
3, 7, M, M, 7:57
4, 0, H, M, 7:59
4, 1, H, L, 7:59
4, 2, H, L, 7:59
4, 3, H, L, 7:59
4, 4, H, M, 7:59
4, 5, H, H, 7:59
4, 6, H, H, 7:59
4, 7, L, H, 7:59
4, 8, L, L, 7:59
4, 9, L, L, 7:59
4, 10, H, H, 7:59
4, 11, H, H, 7:59
4, 12, H, H, 7:59
4, 13, H, L, 7:59
4, 14, H, H, 7:59
4, 15, H, H, 7:59
4, 16, H, H, 7:59
4, 17, H, H, 7:59
4, 18, H, H, 7:59
5, 0, M, M, 7:57
5, 1, M, M, 7:57
5, 2, M, M, 7:57
5, 3, L, M, 7:57
5, 4, L, L, 7:57
5, 5, L, L, 7:57
5, 6, L, H, 7:57
5, 7, M, H, 7:57
5, 8, M, H, 7:57
5, 9, M, M, 7:57
5, 10, M, M, 7:57
5, 11, L, M, 7:57
5, 12, L, M, 7:57
5, 13, M, L, 7:57
5, 14, M, L, 7:57
6, 0, L, H, 7:57
6, 1, L, H, 7:57
6, 2, L, H, 7:57
6, 3, L, L, 7:57
6, 4, L, L, 7:57
6, 5, M, M, 7:57
6, 6, M, M, 7:57
7, 0, M, M, 7:57
7, 1, L, M, 7:57
7, 2, M, M, 7:57
7, 3, L, L, 7:57
7, 4, L, L, 7:57
7, 5, M, L, 7:57
7, 6, M, M, 7:57
7, 7, L, M, 7:57
7, 8, L, M, 7:57
7, 9, L, H, 7:57
7, 10, L, H, 7:57
7, 11, M, H, 7:57
8, 0, L, H, 7:41
8, 1, L, M, 7:41
8, 2, L, L, 7:41
8, 3, L, L, 7:41
8, 4, L, L, 7:41
8, 5, L, L, 7:41
8, 6, L, L, 7:41
