#lineID, stationID, statusN, statusS, timestamp
0, 0, H, L, 12:11
0, 1, L, L, 12:11
0, 2, L, L, 12:11
0, 3, L, L, 12:11
0, 4, L, L, 12:11
0, 5, L, L, 12:11
0, 6, L, L, 12:11
0, 7, L, L, 12:11
0, 8, L, L, 12:11
0, 9, L, L, 12:11
0, 10, M, M, 12:11
0, 11, M, H, 12:11
0, 12, L, H, 12:11
0, 13, H, H, 12:11
0, 14, H, H, 12:11
0, 15, H, H, 12:11
0, 16, H, H, 12:11
0, 17, L, H, 12:11
0, 18, L, H, 12:11
0, 19, L, H, 12:11
0, 20, L, H, 12:11
0, 21, L, H, 12:11
0, 22, M, H, 12:11
0, 23, L, H, 12:11
0, 24, M, H, 12:11
0, 25, M, H, 12:11
0, 26, M, H, 12:11
0, 27, L, L, 12:11
0, 28, H, M, 12:11
0, 29, H, M, 12:11
0, 30, H, L, 12:11
0, 31, H, L, 12:11
0, 32, L, H, 12:11
0, 33, L, H, 12:11
0, 34, L, L, 12:11
0, 35, L, L, 12:11
0, 36, L, L, 12:11
1, 0, L, L, 12:07
1, 1, L, L, 12:07
1, 2, L, L, 12:07
1, 3, L, L, 12:07
1, 4, L, L, 12:07
1, 5, L, L, 12:07
1, 6, M, M, 12:07
1, 7, M, M, 12:07
1, 8, L, L, 12:07
1, 9, L, L, 12:07
1, 10, L, L, 12:07
1, 11, L, L, 12:07
2, 0, M, M, 12:07
2, 1, M, M, 12:07
2, 2, L, L, 12:07
2, 3, L, L, 12:07
2, 4, M, M, 12:07
2, 5, M, M, 12:07
2, 6, L, L, 12:07
2, 7, L, L, 12:07
2, 8, L, L, 12:07
2, 9, L, L, 12:07
2, 10, L, L, 12:07
2, 11, L, L, 12:07
2, 12, L, L, 12:07
2, 13, L, L, 12:07
2, 14, M, L, 12:07
2, 15, M, M, 12:07
2, 16, L, M, 12:07
2, 17, L, L, 12:07
2, 18, L, L, 12:07
2, 19, L, L, 12:07
2, 20, L, L, 12:07
2, 21, L, L, 12:07
2, 22, L, L, 12:07
2, 23, L, L, 12:07
2, 24, L, L, 12:07
3, 0, L, L, 12:07
3, 1, M, L, 12:07
3, 2, M, L, 12:07
3, 3, M, L, 12:07
3, 4, M, L, 12:07
3, 5, M, M, 12:07
3, 6, L, M, 12:07
3, 7, L, M, 12:07
4, 0, L, L, 12:11
4, 1, L, L, 12:11
4, 2, L, L, 12:11
4, 3, H, L, 12:11
4, 4, H, H, 12:11
4, 5, H, H, 12:11
4, 6, H, H, 12:11
4, 7, L, H, 12:11
4, 8, L, L, 12:11
4, 9, L, L, 12:11
4, 10, H, H, 12:11
4, 11, H, H, 12:11
4, 12, H, H, 12:11
4, 13, L, H, 12:11
4, 14, H, H, 12:11
4, 15, H, H, 12:11
4, 16, H, H, 12:11
4, 17, L, H, 12:11
4, 18, L, H, 12:11
5, 0, L, L, 12:07
5, 1, L, L, 12:07
5, 2, L, L, 12:07
5, 3, L, L, 12:07
5, 4, L, L, 12:07
5, 5, L, L, 12:07
5, 6, L, L, 12:07
5, 7, L, L, 12:07
5, 8, L, L, 12:07
5, 9, L, L, 12:07
5, 10, L, L, 12:07
5, 11, L, L, 12:07
5, 12, L, L, 12:07
5, 13, L, L, 12:07
5, 14, L, L, 12:07
6, 0, L, L, 12:07
6, 1, L, L, 12:07
6, 2, L, L, 12:07
6, 3, L, L, 12:07
6, 4, L, L, 12:07
6, 5, L, L, 12:07
6, 6, L, L, 12:07
7, 0, L, L, 12:01
7, 1, L, L, 12:01
7, 2, L, L, 12:01
7, 3, L, L, 12:01
7, 4, L, L, 12:01
7, 5, L, L, 12:01
7, 6, L, L, 12:01
7, 7, L, L, 12:01
7, 8, L, L, 12:01
7, 9, L, L, 12:01
7, 10, L, L, 12:01
7, 11, L, L, 12:01
8, 0, L, M, 12:31
8, 1, L, L, 12:31
8, 2, L, L, 12:31
8, 3, L, L, 12:31
8, 4, L, L, 12:31
8, 5, L, L, 12:31
8, 6, L, L, 12:31
