#lineID, stationID, statusN, statusS, timestamp
0, 0, L, L, 11:08
0, 1, L, L, 11:08
0, 2, M, M, 11:08
0, 3, L, L, 11:08
0, 4, L, L, 11:08
0, 5, L, L, 11:08
0, 6, L, L, 11:08
0, 7, L, L, 11:08
0, 8, L, L, 11:08
0, 9, L, L, 11:08
0, 10, L, M, 11:08
0, 11, M, M, 11:08
0, 12, L, L, 11:08
0, 13, L, L, 11:08
0, 14, L, L, 11:08
0, 15, L, L, 11:08
0, 16, L, L, 11:08
0, 17, L, L, 11:08
0, 18, L, M, 11:08
0, 19, L, H, 11:08
0, 20, L, M, 11:08
0, 21, L, L, 11:08
0, 22, L, H, 11:08
0, 23, M, M, 11:08
0, 24, L, L, 11:08
0, 25, L, L, 11:08
0, 26, M, L, 11:08
0, 27, M, L, 11:08
0, 28, M, L, 11:08
0, 29, M, L, 11:08
0, 30, M, L, 11:08
0, 31, M, M, 11:08
0, 32, M, L, 11:08
0, 33, L, L, 11:08
0, 34, L, L, 11:08
0, 35, L, L, 11:08
0, 36, L, L, 11:08
1, 0, L, L, 11:08
1, 1, L, L, 11:08
1, 2, L, L, 11:08
1, 3, L, L, 11:08
1, 4, L, L, 11:08
1, 5, L, L, 11:08
1, 6, M, M, 11:08
1, 7, M, M, 11:08
1, 8, L, L, 11:08
1, 9, L, L, 11:08
1, 10, L, L, 11:08
1, 11, M, M, 11:08
2, 0, M, M, 11:08
2, 1, L, L, 11:08
2, 2, L, L, 11:08
2, 3, L, L, 11:08
2, 4, L, M, 11:08
2, 5, M, M, 11:08
2, 6, L, M, 11:08
2, 7, L, L, 11:08
2, 8, L, L, 11:08
2, 9, L, L, 11:08
2, 10, L, L, 11:08
2, 11, M, M, 11:08
2, 12, M, M, 11:08
2, 13, L, L, 11:08
2, 14, M, L, 11:08
2, 15, M, M, 11:08
2, 16, L, M, 11:08
2, 17, L, L, 11:08
2, 18, L, L, 11:08
2, 19, L, L, 11:08
2, 20, L, L, 11:08
2, 21, L, L, 11:08
2, 22, L, L, 11:08
2, 23, L, L, 11:08
2, 24, M, M, 11:08
3, 0, M, M, 11:08
3, 1, M, M, 11:08
3, 2, M, M, 11:08
3, 3, L, L, 11:08
3, 4, L, L, 11:08
3, 5, L, L, 11:08
3, 6, L, L, 11:08
3, 7, L, L, 11:08
4, 0, L, L, 11:16
4, 1, L, L, 11:16
4, 2, L, M, 11:16
4, 3, L, L, 11:16
4, 4, L, M, 11:16
4, 5, M, M, 11:16
4, 6, M, M, 11:16
4, 7, M, M, 11:16
4, 8, M, M, 11:16
4, 9, L, M, 11:16
4, 10, M, M, 11:16
4, 11, M, M, 11:16
4, 12, M, M, 11:16
4, 13, L, L, 11:16
4, 14, L, L, 11:16
4, 15, L, L, 11:16
4, 16, L, M, 11:16
4, 17, M, M, 11:16
4, 18, M, M, 11:16
5, 0, L, M, 11:08
5, 1, L, M, 11:08
5, 2, L, L, 11:08
5, 3, L, L, 11:08
5, 4, L, L, 11:08
5, 5, L, L, 11:08
5, 6, L, L, 11:08
5, 7, L, L, 11:08
5, 8, L, M, 11:08
5, 9, M, M, 11:08
5, 10, M, M, 11:08
5, 11, L, L, 11:08
5, 12, L, L, 11:08
5, 13, L, L, 11:08
5, 14, L, L, 11:08
6, 0, M, M, 11:08
6, 1, L, L, 11:08
6, 2, L, L, 11:08
6, 3, L, M, 11:08
6, 4, L, M, 11:08
6, 5, L, L, 11:08
6, 6, L, L, 11:08
7, 0, M, M, 11:08
7, 1, M, M, 11:08
7, 2, L, L, 11:08
7, 3, L, L, 11:08
7, 4, L, L, 11:08
7, 5, L, L, 11:08
7, 6, L, L, 11:08
7, 7, L, L, 11:08
7, 8, L, L, 11:08
7, 9, M, H, 11:08
7, 10, M, M, 11:08
7, 11, H, M, 11:08
8, 0, L, L, 11:08
8, 1, L, L, 11:08
8, 2, L, L, 11:08
8, 3, L, L, 11:08
8, 4, L, L, 11:08
8, 5, L, L, 11:08
8, 6, L, L, 11:08
