#lineID, stationID, statusN, statusS, timestamp
0, 0, L, L, 1:33
0, 1, L, L, 1:33
0, 2, M, M, 1:33
0, 3, L, L, 1:33
0, 4, L, L, 1:33
0, 5, L, L, 1:33
0, 6, L, L, 1:33
0, 7, H, L, 1:33
0, 8, H, L, 1:33
0, 9, H, L, 1:33
0, 10, H, M, 1:33
0, 11, H, M, 1:33
0, 12, H, M, 1:33
0, 13, H, L, 1:33
0, 14, H, L, 1:33
0, 15, H, L, 1:33
0, 16, H, H, 1:33
0, 17, H, H, 1:33
0, 18, L, L, 1:33
0, 19, L, H, 1:33
0, 20, L, H, 1:33
0, 21, L, H, 1:33
0, 22, L, H, 1:33
0, 23, M, H, 1:33
0, 24, L, H, 1:33
0, 25, M, H, 1:33
0, 26, M, H, 1:33
0, 27, M, L, 1:33
0, 28, L, L, 1:33
0, 29, L, L, 1:33
0, 30, L, L, 1:33
0, 31, L, H, 1:33
0, 32, M, H, 1:33
0, 33, M, H, 1:33
0, 34, L, L, 1:33
0, 35, L, L, 1:33
0, 36, L, L, 1:33
1, 0, L, M, 1:33
1, 1, L, M, 1:33
1, 2, L, L, 1:33
1, 3, L, L, 1:33
1, 4, L, L, 1:33
1, 5, L, L, 1:33
1, 6, M, M, 1:33
1, 7, M, M, 1:33
1, 8, L, L, 1:33
1, 9, L, L, 1:33
1, 10, M, L, 1:33
1, 11, M, L, 1:33
2, 0, M, M, 1:33
2, 1, M, M, 1:33
2, 2, L, L, 1:33
2, 3, L, L, 1:33
2, 4, L, M, 1:33
2, 5, L, M, 1:33
2, 6, L, M, 1:33
2, 7, M, M, 1:33
2, 8, M, L, 1:33
2, 9, L, L, 1:33
2, 10, L, L, 1:33
2, 11, M, M, 1:33
2, 12, M, M, 1:33
2, 13, L, L, 1:33
2, 14, M, L, 1:33
2, 15, M, M, 1:33
2, 16, L, L, 1:33
2, 17, L, L, 1:33
2, 18, M, L, 1:33
2, 19, L, L, 1:33
2, 20, M, M, 1:33
2, 21, L, L, 1:33
2, 22, L, L, 1:33
2, 23, M, L, 1:33
2, 24, M, L, 1:33
3, 0, M, L, 1:33
3, 1, M, M, 1:33
3, 2, M, L, 1:33
3, 3, M, M, 1:33
3, 4, M, L, 1:33
3, 5, M, M, 1:33
3, 6, L, M, 1:33
3, 7, L, M, 1:33
4, 0, L, L, 1:33
4, 1, L, L, 1:33
4, 2, M, M, 1:33
4, 3, H, M, 1:33
4, 4, H, L, 1:33
4, 5, H, M, 1:33
4, 6, L, M, 1:33
4, 7, L, L, 1:33
4, 8, M, L, 1:33
4, 9, L, L, 1:33
4, 10, M, M, 1:33
4, 11, M, M, 1:33
4, 12, M, M, 1:33
4, 13, L, L, 1:33
4, 14, H, L, 1:33
4, 15, H, L, 1:33
4, 16, H, H, 1:33
4, 17, L, H, 1:33
4, 18, L, H, 1:33
5, 0, M, M, 1:33
5, 1, M, M, 1:33
5, 2, L, M, 1:33
5, 3, L, L, 1:33
5, 4, L, L, 1:33
5, 5, L, L, 1:33
5, 6, L, L, 1:33
5, 7, M, L, 1:33
5, 8, M, H, 1:33
5, 9, M, H, 1:33
5, 10, M, H, 1:33
5, 11, M, L, 1:33
5, 12, L, L, 1:33
5, 13, L, L, 1:33
5, 14, M, M, 1:33
6, 0, L, L, 1:33
6, 1, M, M, 1:33
6, 2, L, L, 1:33
6, 3, L, L, 1:33
6, 4, L, L, 1:33
6, 5, M, M, 1:33
6, 6, M, M, 1:33
7, 0, H, H, 1:33
7, 1, M, H, 1:33
7, 2, L, H, 1:33
7, 3, L, L, 1:33
7, 4, L, L, 1:33
7, 5, L, L, 1:33
7, 6, L, M, 1:33
7, 7, L, L, 1:33
7, 8, L, L, 1:33
7, 9, H, M, 1:33
7, 10, H, M, 1:33
7, 11, L, L, 1:33
8, 0, L, L, 1:33
8, 1, L, L, 1:33
8, 2, L, L, 1:33
8, 3, L, L, 1:33
8, 4, L, L, 1:33
8, 5, L, L, 1:33
8, 6, L, L, 1:33
