#lineID, stationID, statusN, statusS, timestamp
0, 0, L, L, 9:58
0, 1, L, L, 9:58
0, 2, M, M, 9:58
0, 3, L, L, 9:58
0, 4, L, L, 9:58
0, 5, L, L, 9:58
0, 6, L, L, 9:58
0, 7, L, L, 9:58
0, 8, L, L, 9:58
0, 9, L, L, 9:58
0, 10, L, L, 9:58
0, 11, L, L, 9:58
0, 12, L, L, 9:58
0, 13, L, L, 9:58
0, 14, L, L, 9:58
0, 15, L, L, 9:58
0, 16, L, L, 9:58
0, 17, L, L, 9:58
0, 18, L, L, 9:58
0, 19, L, L, 9:58
0, 20, L, L, 9:58
0, 21, L, L, 9:58
0, 22, L, L, 9:58
0, 23, L, L, 9:58
0, 24, L, L, 9:58
0, 25, L, L, 9:58
0, 26, L, L, 9:58
0, 27, L, L, 9:58
0, 28, L, L, 9:58
0, 29, L, L, 9:58
0, 30, L, L, 9:58
0, 31, M, L, 9:58
0, 32, L, L, 9:58
0, 33, L, L, 9:58
0, 34, L, L, 9:58
0, 35, L, L, 9:58
0, 36, L, L, 9:58
1, 0, L, L, 9:58
1, 1, L, L, 9:58
1, 2, L, L, 9:58
1, 3, L, L, 9:58
1, 4, L, L, 9:58
1, 5, L, L, 9:58
1, 6, L, L, 9:58
1, 7, L, L, 9:58
1, 8, L, L, 9:58
1, 9, L, L, 9:58
1, 10, L, L, 9:58
1, 11, L, L, 9:58
2, 0, L, L, 9:38
2, 1, L, L, 9:38
2, 2, L, L, 9:38
2, 3, L, L, 9:38
2, 4, L, L, 9:38
2, 5, L, L, 9:38
2, 6, L, L, 9:38
2, 7, L, L, 9:38
2, 8, L, L, 9:38
2, 9, L, L, 9:38
2, 10, L, L, 9:38
2, 11, L, L, 9:38
2, 12, L, L, 9:38
2, 13, L, L, 9:38
2, 14, L, L, 9:38
2, 15, M, M, 9:38
2, 16, L, L, 9:38
2, 17, L, L, 9:38
2, 18, L, L, 9:38
2, 19, L, L, 9:38
2, 20, L, L, 9:38
2, 21, L, L, 9:38
2, 22, L, L, 9:38
2, 23, L, L, 9:38
2, 24, L, L, 9:38
3, 0, L, L, 9:57
3, 1, L, L, 9:57
3, 2, L, L, 9:57
3, 3, L, L, 9:57
3, 4, L, L, 9:57
3, 5, M, M, 9:57
3, 6, L, L, 9:57
3, 7, L, M, 9:57
4, 0, L, L, 9:57
4, 1, L, L, 9:57
4, 2, L, L, 9:57
4, 3, L, L, 9:57
4, 4, L, L, 9:57
4, 5, L, L, 9:57
4, 6, L, L, 9:57
4, 7, L, L, 9:57
4, 8, L, L, 9:57
4, 9, L, L, 9:57
4, 10, L, L, 9:57
4, 11, L, L, 9:57
4, 12, L, L, 9:57
4, 13, L, L, 9:57
4, 14, L, L, 9:57
4, 15, L, L, 9:57
4, 16, L, L, 9:57
4, 17, L, L, 9:57
4, 18, L, L, 9:57
5, 0, L, L, 9:57
5, 1, L, L, 9:57
5, 2, L, L, 9:57
5, 3, L, L, 9:57
5, 4, L, L, 9:57
5, 5, L, L, 9:57
5, 6, L, L, 9:57
5, 7, L, L, 9:57
5, 8, L, L, 9:57
5, 9, M, L, 9:57
5, 10, M, M, 9:57
5, 11, L, L, 9:57
5, 12, L, L, 9:57
5, 13, L, L, 9:57
5, 14, L, L, 9:57
6, 0, L, L, 9:57
6, 1, L, L, 9:57
6, 2, L, L, 9:57
6, 3, L, L, 9:57
6, 4, L, L, 9:57
6, 5, L, L, 9:57
6, 6, L, L, 9:57
7, 0, L, L, 9:58
7, 1, L, L, 9:58
7, 2, M, M, 9:58
7, 3, L, L, 9:58
7, 4, L, L, 9:58
7, 5, L, L, 9:58
7, 6, M, L, 9:58
7, 7, M, L, 9:58
7, 8, L, L, 9:58
7, 9, M, M, 9:58
7, 10, L, L, 9:58
7, 11, M, M, 9:58
8, 0, L, L, 6:50
8, 1, L, L, 6:50
8, 2, L, L, 6:50
8, 3, L, L, 6:50
8, 4, L, L, 6:50
8, 5, L, L, 6:50
8, 6, L, L, 6:50
